time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,707.0,72.0,0.0,1.0,0.0,1.0,39.0,19.0,0.0
2.0,930.0,242.0,0.0,1.0,0.0,1.0,37.0,47.0,1.0
3.0,629.0,515.0,0.0,1.0,0.0,1.0,33.0,67.0,0.0
4.0,601.0,889.0,0.0,1.0,0.0,1.0,44.0,65.0,3.0
5.0,499.0,1235.0,0.0,1.0,1.0,0.0,40.0,75.0,1.0
6.0,97.0,1585.0,0.0,1.0,1.0,0.0,40.0,71.0,7.0
7.0,1.0,1705.0,1.0,0.0,1.0,0.0,7.0,64.0,205.0
8.0,0.0,740.0,1.0,0.0,1.0,0.0,3.0,41.0,1273.0
9.0,0.0,424.0,1.0,0.0,1.0,0.0,5.0,18.0,1477.0
10.0,0.0,310.0,1.0,0.0,1.0,0.0,7.0,11.0,1364.0
11.0,0.0,318.0,1.0,0.0,1.0,0.0,8.0,7.0,1162.0
12.0,0.0,308.0,1.0,0.0,1.0,0.0,4.0,5.0,999.0
13.0,0.0,235.0,1.0,0.0,1.0,0.0,8.0,4.0,895.0
14.0,0.0,305.0,1.0,0.0,1.0,0.0,10.0,2.0,696.0
15.0,0.0,249.0,1.0,0.0,1.0,0.0,3.0,1.0,627.0
16.0,0.0,249.0,1.0,0.0,1.0,0.0,8.0,1.0,521.0
17.0,0.0,281.0,1.0,0.0,1.0,0.0,4.0,0.0,381.0
18.0,1.0,271.0,1.0,0.0,1.0,0.0,4.0,0.0,318.0
19.0,2.0,369.0,1.0,0.0,1.0,0.0,12.0,0.0,159.0
20.0,0.0,304.0,1.0,0.0,1.0,0.0,1.0,0.0,196.0
21.0,0.0,254.0,1.0,0.0,1.0,0.0,4.0,0.0,219.0
22.0,0.0,208.0,1.0,0.0,1.0,0.0,3.0,0.0,226.0
23.0,0.0,261.0,1.0,0.0,1.0,0.0,2.0,1.0,140.0
24.0,2.0,282.0,1.0,0.0,1.0,0.0,8.0,0.0,94.0
25.0,65.0,363.0,0.0,1.0,1.0,0.0,33.0,1.0,3.0
26.0,803.0,439.0,0.0,1.0,0.0,1.0,69.0,35.0,0.0
27.0,636.0,693.0,0.0,1.0,0.0,1.0,53.0,59.0,0.0
28.0,453.0,1013.0,1.0,0.0,0.0,1.0,44.0,67.0,3.0
29.0,397.0,1389.0,0.0,1.0,1.0,0.0,52.0,80.0,2.0
30.0,268.0,1819.0,1.0,0.0,0.0,1.0,54.0,87.0,4.0
31.0,1.0,1472.0,1.0,0.0,1.0,0.0,6.0,66.0,722.0
32.0,0.0,710.0,1.0,0.0,1.0,0.0,5.0,41.0,1498.0
33.0,0.0,386.0,1.0,0.0,1.0,0.0,0.0,24.0,1650.0
34.0,0.0,286.0,1.0,0.0,1.0,0.0,2.0,15.0,1512.0
35.0,0.0,231.0,1.0,0.0,1.0,0.0,3.0,9.0,1332.0
36.0,0.0,244.0,1.0,0.0,1.0,0.0,6.0,8.0,1144.0
37.0,0.0,231.0,1.0,0.0,1.0,0.0,6.0,2.0,997.0
38.0,0.0,267.0,1.0,0.0,1.0,0.0,4.0,2.0,785.0
39.0,1.0,221.0,1.0,0.0,1.0,0.0,3.0,2.0,692.0
40.0,2.0,274.0,1.0,0.0,1.0,0.0,9.0,1.0,530.0
41.0,1.0,303.0,1.0,0.0,1.0,0.0,13.0,1.0,412.0
42.0,0.0,242.0,1.0,0.0,1.0,0.0,2.0,1.0,415.0
43.0,0.0,341.0,1.0,0.0,1.0,0.0,3.0,1.0,257.0
44.0,0.0,225.0,1.0,0.0,1.0,0.0,5.0,1.0,309.0
45.0,0.0,267.0,1.0,0.0,1.0,0.0,5.0,1.0,222.0
46.0,15.0,429.0,1.0,0.0,0.0,1.0,12.0,1.0,23.0
47.0,3.0,368.0,1.0,0.0,1.0,0.0,5.0,0.0,74.0
48.0,2.0,300.0,1.0,0.0,1.0,0.0,9.0,2.0,127.0
49.0,0.0,294.0,1.0,0.0,1.0,0.0,3.0,2.0,116.0
50.0,0.0,293.0,1.0,0.0,1.0,0.0,4.0,2.0,116.0
51.0,287.0,427.0,0.0,1.0,1.0,0.0,41.0,12.0,1.0
52.0,719.0,546.0,0.0,1.0,0.0,1.0,45.0,43.0,2.0
53.0,773.0,825.0,0.0,1.0,0.0,1.0,54.0,55.0,0.0
54.0,518.0,1143.0,0.0,1.0,1.0,0.0,43.0,63.0,2.0
55.0,203.0,1461.0,0.0,1.0,0.0,1.0,44.0,73.0,3.0
56.0,34.0,1868.0,0.0,1.0,1.0,0.0,33.0,84.0,25.0
57.0,0.0,971.0,1.0,0.0,1.0,0.0,2.0,53.0,1145.0
58.0,0.0,511.0,1.0,0.0,1.0,0.0,4.0,30.0,1545.0
59.0,0.0,356.0,1.0,0.0,1.0,0.0,7.0,16.0,1513.0
60.0,0.0,314.0,1.0,0.0,1.0,0.0,3.0,7.0,1326.0
61.0,0.0,251.0,1.0,0.0,1.0,0.0,5.0,3.0,1164.0
62.0,0.0,257.0,1.0,0.0,1.0,0.0,4.0,1.0,961.0
63.0,0.0,228.0,1.0,0.0,1.0,0.0,6.0,1.0,822.0
64.0,0.0,286.0,1.0,0.0,1.0,0.0,5.0,0.0,626.0
65.0,1.0,234.0,1.0,0.0,1.0,0.0,6.0,0.0,567.0
66.0,0.0,294.0,1.0,0.0,1.0,0.0,7.0,0.0,427.0
67.0,0.0,292.0,1.0,0.0,1.0,0.0,5.0,0.0,353.0
68.0,0.0,228.0,1.0,0.0,1.0,0.0,8.0,0.0,338.0
69.0,0.0,197.0,1.0,0.0,1.0,0.0,2.0,0.0,295.0
70.0,0.0,221.0,1.0,0.0,1.0,0.0,2.0,0.0,226.0
71.0,4.0,197.0,1.0,0.0,1.0,0.0,8.0,0.0,205.0
72.0,0.0,239.0,1.0,0.0,1.0,0.0,1.0,0.0,134.0
73.0,0.0,219.0,1.0,0.0,1.0,0.0,3.0,0.0,137.0
74.0,2.0,229.0,1.0,0.0,1.0,0.0,6.0,0.0,108.0
75.0,201.0,329.0,0.0,1.0,0.0,1.0,37.0,4.0,0.0
76.0,817.0,443.0,0.0,1.0,0.0,1.0,54.0,41.0,0.0
77.0,817.0,711.0,0.0,1.0,0.0,1.0,56.0,57.0,0.0
78.0,578.0,1041.0,1.0,0.0,0.0,1.0,58.0,76.0,3.0
79.0,304.0,1439.0,0.0,1.0,0.0,1.0,43.0,76.0,4.0
80.0,0.0,1399.0,1.0,0.0,1.0,0.0,8.0,53.0,352.0
81.0,0.0,812.0,1.0,0.0,1.0,0.0,7.0,32.0,1013.0
82.0,0.0,464.0,1.0,0.0,1.0,0.0,5.0,22.0,1215.0
83.0,0.0,439.0,1.0,0.0,1.0,0.0,3.0,13.0,1078.0
84.0,0.0,297.0,1.0,0.0,1.0,0.0,4.0,7.0,1029.0
85.0,0.0,285.0,1.0,0.0,1.0,0.0,11.0,3.0,865.0
86.0,0.0,301.0,1.0,0.0,1.0,0.0,6.0,3.0,720.0
87.0,0.0,295.0,1.0,0.0,1.0,0.0,8.0,1.0,608.0
88.0,0.0,246.0,1.0,0.0,1.0,0.0,4.0,0.0,535.0
89.0,0.0,227.0,0.0,1.0,1.0,0.0,15.0,0.0,448.0
90.0,1.0,343.0,1.0,0.0,1.0,0.0,7.0,4.0,271.0
91.0,0.0,260.0,1.0,0.0,1.0,0.0,5.0,3.0,321.0
92.0,1.0,259.0,1.0,0.0,1.0,0.0,6.0,2.0,278.0
93.0,0.0,354.0,1.0,0.0,1.0,0.0,4.0,0.0,145.0
94.0,0.0,273.0,1.0,0.0,1.0,0.0,3.0,0.0,196.0
95.0,4.0,311.0,1.0,0.0,1.0,0.0,11.0,0.0,118.0
96.0,0.0,249.0,1.0,0.0,1.0,0.0,4.0,0.0,152.0
97.0,0.0,254.0,1.0,0.0,1.0,0.0,1.0,0.0,128.0
98.0,2.0,261.0,1.0,0.0,1.0,0.0,4.0,0.0,98.0
99.0,0.0,239.0,1.0,0.0,1.0,0.0,5.0,0.0,99.0
100.0,683.0,352.0,0.0,1.0,0.0,1.0,49.0,23.0,1.0
101.0,763.0,544.0,0.0,1.0,0.0,1.0,40.0,55.0,0.0
102.0,610.0,859.0,0.0,1.0,0.0,1.0,46.0,73.0,1.0
103.0,384.0,1228.0,0.0,1.0,1.0,0.0,47.0,79.0,2.0
104.0,243.0,1664.0,0.0,1.0,1.0,0.0,40.0,81.0,4.0
105.0,5.0,1922.0,1.0,0.0,1.0,0.0,16.0,74.0,135.0
106.0,0.0,881.0,1.0,0.0,1.0,0.0,5.0,46.0,1322.0
107.0,0.0,521.0,1.0,0.0,1.0,0.0,4.0,27.0,1581.0
108.0,0.0,323.0,1.0,0.0,1.0,0.0,3.0,20.0,1563.0
109.0,0.0,279.0,1.0,0.0,1.0,0.0,3.0,10.0,1372.0
110.0,0.0,227.0,1.0,0.0,1.0,0.0,3.0,9.0,1205.0
111.0,0.0,214.0,1.0,0.0,1.0,0.0,8.0,6.0,1024.0
112.0,0.0,238.0,1.0,0.0,1.0,0.0,4.0,5.0,874.0
113.0,1.0,329.0,1.0,0.0,1.0,0.0,9.0,5.0,665.0
114.0,0.0,290.0,1.0,0.0,1.0,0.0,4.0,2.0,594.0
115.0,0.0,225.0,1.0,0.0,1.0,0.0,8.0,2.0,565.0
116.0,0.0,265.0,1.0,0.0,1.0,0.0,7.0,2.0,427.0
