time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,635.0,43.0,0.0,1.0,0.0,1.0,43.0,12.0,0.0
2.0,899.0,222.0,1.0,0.0,0.0,1.0,52.0,58.0,1.0
3.0,881.0,524.0,0.0,1.0,0.0,1.0,59.0,71.0,0.0
4.0,631.0,894.0,0.0,1.0,0.0,1.0,49.0,79.0,0.0
5.0,313.0,1313.0,0.0,1.0,0.0,1.0,42.0,85.0,3.0
6.0,111.0,1758.0,1.0,0.0,0.0,1.0,32.0,94.0,4.0
7.0,0.0,974.0,1.0,0.0,1.0,0.0,5.0,61.0,1105.0
8.0,0.0,498.0,1.0,0.0,1.0,0.0,8.0,44.0,1548.0
9.0,0.0,350.0,1.0,0.0,1.0,0.0,6.0,31.0,1541.0
10.0,0.0,352.0,1.0,0.0,1.0,0.0,7.0,18.0,1405.0
11.0,0.0,266.0,1.0,0.0,1.0,0.0,2.0,10.0,1292.0
12.0,0.0,232.0,1.0,0.0,1.0,0.0,5.0,10.0,1164.0
13.0,1.0,326.0,1.0,0.0,1.0,0.0,5.0,6.0,911.0
14.0,0.0,236.0,1.0,0.0,1.0,0.0,4.0,3.0,831.0
15.0,0.0,209.0,1.0,0.0,1.0,0.0,2.0,2.0,733.0
16.0,0.0,234.0,1.0,0.0,1.0,0.0,5.0,2.0,583.0
17.0,0.0,251.0,1.0,0.0,1.0,0.0,5.0,2.0,474.0
18.0,1.0,212.0,1.0,0.0,1.0,0.0,8.0,1.0,435.0
19.0,0.0,301.0,1.0,0.0,1.0,0.0,5.0,0.0,285.0
20.0,0.0,276.0,1.0,0.0,1.0,0.0,4.0,0.0,246.0
21.0,1.0,219.0,1.0,0.0,1.0,0.0,6.0,0.0,252.0
22.0,395.0,482.0,1.0,0.0,1.0,0.0,45.0,13.0,1.0
23.0,732.0,608.0,0.0,1.0,0.0,1.0,37.0,41.0,1.0
24.0,647.0,850.0,0.0,1.0,0.0,1.0,38.0,57.0,0.0
25.0,542.0,1193.0,0.0,1.0,1.0,0.0,41.0,79.0,1.0
26.0,174.0,1540.0,0.0,1.0,1.0,0.0,44.0,68.0,1.0
27.0,0.0,1252.0,1.0,0.0,1.0,0.0,7.0,42.0,533.0
28.0,0.0,582.0,1.0,0.0,1.0,0.0,4.0,23.0,1169.0
