time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,835.0,85.0,0.0,1.0,0.0,1.0,41.0,35.0,1.0
2.0,976.0,283.0,0.0,1.0,0.0,1.0,53.0,40.0,0.0
3.0,846.0,563.0,0.0,1.0,0.0,1.0,38.0,74.0,2.0
4.0,469.0,903.0,0.0,1.0,0.0,1.0,34.0,64.0,1.0
5.0,303.0,1226.0,0.0,1.0,0.0,1.0,41.0,73.0,1.0
6.0,97.0,1558.0,0.0,1.0,0.0,1.0,37.0,74.0,10.0
7.0,0.0,873.0,1.0,0.0,1.0,0.0,3.0,51.0,912.0
8.0,0.0,541.0,1.0,0.0,1.0,0.0,10.0,33.0,1217.0
9.0,0.0,364.0,1.0,0.0,1.0,0.0,7.0,15.0,1243.0
10.0,0.0,275.0,1.0,0.0,1.0,0.0,6.0,6.0,1130.0
11.0,2.0,318.0,1.0,0.0,1.0,0.0,6.0,4.0,882.0
12.0,0.0,259.0,1.0,0.0,1.0,0.0,3.0,2.0,788.0
13.0,0.0,244.0,1.0,0.0,1.0,0.0,5.0,1.0,685.0
14.0,1.0,224.0,1.0,0.0,1.0,0.0,5.0,0.0,585.0
15.0,1.0,346.0,1.0,0.0,1.0,0.0,10.0,0.0,363.0
16.0,0.0,317.0,1.0,0.0,1.0,0.0,5.0,0.0,313.0
17.0,1.0,326.0,1.0,0.0,1.0,0.0,8.0,0.0,245.0
18.0,4.0,438.0,1.0,0.0,1.0,0.0,13.0,2.0,97.0
19.0,5.0,324.0,1.0,0.0,1.0,0.0,8.0,3.0,184.0
20.0,1.0,318.0,1.0,0.0,1.0,0.0,6.0,3.0,175.0
21.0,3.0,269.0,1.0,0.0,1.0,0.0,6.0,2.0,192.0
22.0,0.0,286.0,1.0,0.0,1.0,0.0,3.0,2.0,156.0
23.0,1.0,310.0,1.0,0.0,1.0,0.0,8.0,2.0,103.0
24.0,2.0,325.0,1.0,0.0,1.0,0.0,8.0,4.0,93.0
25.0,0.0,290.0,1.0,0.0,1.0,0.0,4.0,3.0,141.0
26.0,0.0,282.0,1.0,0.0,1.0,0.0,2.0,3.0,135.0
27.0,0.0,262.0,1.0,0.0,1.0,0.0,2.0,1.0,144.0
28.0,1.0,260.0,1.0,0.0,1.0,0.0,4.0,1.0,112.0
29.0,6.0,330.0,1.0,0.0,1.0,0.0,9.0,1.0,33.0
30.0,238.0,368.0,1.0,0.0,0.0,1.0,37.0,10.0,1.0
31.0,728.0,481.0,0.0,1.0,0.0,1.0,49.0,41.0,2.0
32.0,604.0,733.0,0.0,1.0,0.0,1.0,55.0,69.0,1.0
33.0,641.0,1110.0,0.0,1.0,0.0,1.0,40.0,87.0,1.0
34.0,228.0,1543.0,0.0,1.0,0.0,1.0,47.0,95.0,4.0
35.0,0.0,1245.0,1.0,0.0,1.0,0.0,5.0,65.0,687.0
36.0,0.0,625.0,1.0,0.0,1.0,0.0,8.0,39.0,1355.0
37.0,0.0,437.0,1.0,0.0,1.0,0.0,9.0,26.0,1393.0
38.0,1.0,326.0,1.0,0.0,1.0,0.0,4.0,18.0,1296.0
39.0,0.0,276.0,1.0,0.0,1.0,0.0,3.0,13.0,1177.0
40.0,0.0,248.0,1.0,0.0,1.0,0.0,3.0,6.0,1031.0
41.0,1.0,264.0,1.0,0.0,1.0,0.0,6.0,3.0,852.0
42.0,0.0,257.0,1.0,0.0,1.0,0.0,2.0,1.0,711.0
43.0,0.0,228.0,1.0,0.0,1.0,0.0,6.0,1.0,605.0
44.0,0.0,192.0,1.0,0.0,1.0,0.0,3.0,0.0,535.0
45.0,0.0,196.0,1.0,0.0,1.0,0.0,5.0,0.0,427.0
46.0,1.0,225.0,1.0,0.0,1.0,0.0,6.0,0.0,322.0
47.0,0.0,316.0,1.0,0.0,1.0,0.0,5.0,0.0,190.0
48.0,1.0,316.0,1.0,0.0,1.0,0.0,12.0,0.0,152.0
49.0,3.0,324.0,1.0,0.0,1.0,0.0,8.0,0.0,121.0
50.0,442.0,473.0,0.0,1.0,0.0,1.0,33.0,20.0,2.0
51.0,646.0,615.0,0.0,1.0,0.0,1.0,45.0,38.0,0.0
52.0,597.0,848.0,0.0,1.0,0.0,1.0,33.0,59.0,1.0
53.0,335.0,1156.0,0.0,1.0,0.0,1.0,28.0,66.0,3.0
54.0,74.0,1474.0,0.0,1.0,1.0,0.0,30.0,67.0,6.0
55.0,0.0,874.0,1.0,0.0,1.0,0.0,10.0,44.0,841.0
56.0,0.0,482.0,1.0,0.0,1.0,0.0,3.0,27.0,1222.0
57.0,0.0,342.0,1.0,0.0,1.0,0.0,12.0,17.0,1182.0
58.0,0.0,331.0,1.0,0.0,1.0,0.0,6.0,11.0,1028.0
59.0,0.0,313.0,1.0,0.0,1.0,0.0,7.0,7.0,879.0
60.0,0.0,322.0,1.0,0.0,1.0,0.0,3.0,2.0,732.0
61.0,0.0,272.0,1.0,0.0,1.0,0.0,3.0,2.0,649.0
62.0,0.0,265.0,1.0,0.0,1.0,0.0,5.0,2.0,548.0
63.0,0.0,242.0,1.0,0.0,1.0,0.0,7.0,2.0,474.0
64.0,1.0,228.0,1.0,0.0,1.0,0.0,4.0,1.0,407.0
65.0,1.0,236.0,1.0,0.0,1.0,0.0,3.0,0.0,327.0
66.0,0.0,272.0,1.0,0.0,1.0,0.0,6.0,0.0,230.0
67.0,39.0,473.0,1.0,0.0,1.0,0.0,12.0,2.0,8.0
68.0,678.0,553.0,0.0,1.0,0.0,1.0,43.0,26.0,0.0
69.0,759.0,719.0,0.0,1.0,0.0,1.0,56.0,48.0,2.0
70.0,724.0,974.0,0.0,1.0,0.0,1.0,51.0,69.0,1.0
71.0,446.0,1323.0,0.0,1.0,0.0,1.0,52.0,83.0,3.0
72.0,64.0,1725.0,1.0,0.0,1.0,0.0,26.0,80.0,15.0
73.0,0.0,900.0,1.0,0.0,1.0,0.0,5.0,42.0,1030.0
74.0,0.0,603.0,1.0,0.0,1.0,0.0,9.0,32.0,1260.0
75.0,0.0,424.0,1.0,0.0,1.0,0.0,4.0,19.0,1332.0
76.0,0.0,525.0,1.0,0.0,1.0,0.0,3.0,15.0,1083.0
77.0,0.0,340.0,1.0,0.0,1.0,0.0,3.0,12.0,1117.0
78.0,0.0,264.0,1.0,0.0,1.0,0.0,5.0,8.0,1042.0
79.0,0.0,313.0,1.0,0.0,1.0,0.0,4.0,2.0,837.0
80.0,1.0,269.0,0.0,1.0,1.0,0.0,11.0,2.0,719.0
81.0,1.0,378.0,1.0,0.0,1.0,0.0,8.0,2.0,521.0
82.0,2.0,360.0,1.0,0.0,1.0,0.0,10.0,2.0,455.0
83.0,0.0,360.0,1.0,0.0,1.0,0.0,4.0,2.0,392.0
84.0,0.0,328.0,1.0,0.0,1.0,0.0,6.0,2.0,348.0
85.0,0.0,261.0,1.0,0.0,1.0,0.0,5.0,2.0,350.0
86.0,1.0,275.0,1.0,0.0,1.0,0.0,4.0,4.0,260.0
87.0,0.0,279.0,1.0,0.0,1.0,0.0,5.0,2.0,239.0
88.0,0.0,254.0,1.0,0.0,1.0,0.0,7.0,2.0,228.0
