time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,864.0,80.0,0.0,1.0,0.0,1.0,48.0,31.0,0.0
2.0,923.0,252.0,0.0,1.0,0.0,1.0,48.0,49.0,0.0
3.0,673.0,581.0,0.0,1.0,0.0,1.0,45.0,77.0,0.0
4.0,524.0,937.0,0.0,1.0,0.0,1.0,44.0,66.0,1.0
5.0,379.0,1307.0,0.0,1.0,0.0,1.0,44.0,80.0,2.0
6.0,0.0,1215.0,1.0,0.0,1.0,0.0,4.0,54.0,437.0
7.0,0.0,626.0,1.0,0.0,1.0,0.0,3.0,33.0,1075.0
8.0,0.0,419.0,1.0,0.0,1.0,0.0,6.0,15.0,1177.0
9.0,0.0,294.0,1.0,0.0,1.0,0.0,3.0,8.0,1117.0
10.0,0.0,245.0,1.0,0.0,1.0,0.0,5.0,8.0,990.0
11.0,0.0,298.0,1.0,0.0,1.0,0.0,7.0,3.0,785.0
12.0,0.0,276.0,1.0,0.0,1.0,0.0,6.0,0.0,670.0
13.0,0.0,235.0,1.0,0.0,1.0,0.0,10.0,0.0,578.0
14.0,0.0,220.0,1.0,0.0,1.0,0.0,5.0,0.0,492.0
15.0,1.0,192.0,1.0,0.0,1.0,0.0,3.0,0.0,426.0
16.0,0.0,234.0,1.0,0.0,1.0,0.0,5.0,0.0,316.0
17.0,2.0,238.0,1.0,0.0,1.0,0.0,8.0,0.0,249.0
18.0,1.0,265.0,1.0,0.0,1.0,0.0,5.0,0.0,183.0
19.0,1.0,215.0,1.0,0.0,1.0,0.0,2.0,0.0,198.0
20.0,0.0,295.0,1.0,0.0,1.0,0.0,9.0,2.0,93.0
21.0,1.0,308.0,1.0,0.0,1.0,0.0,4.0,2.0,78.0
22.0,218.0,389.0,1.0,0.0,1.0,0.0,36.0,6.0,4.0
23.0,702.0,521.0,0.0,1.0,0.0,1.0,37.0,39.0,2.0
24.0,728.0,738.0,0.0,1.0,0.0,1.0,44.0,56.0,0.0
25.0,367.0,1062.0,0.0,1.0,1.0,0.0,38.0,73.0,1.0
26.0,248.0,1442.0,1.0,0.0,0.0,1.0,47.0,76.0,4.0
27.0,0.0,1275.0,1.0,0.0,1.0,0.0,4.0,58.0,506.0
28.0,0.0,625.0,1.0,0.0,1.0,0.0,5.0,34.0,1237.0
29.0,0.0,423.0,1.0,0.0,1.0,0.0,7.0,24.0,1313.0
30.0,0.0,331.0,1.0,0.0,1.0,0.0,4.0,19.0,1225.0
31.0,0.0,304.0,1.0,0.0,1.0,0.0,4.0,14.0,1076.0
32.0,0.0,235.0,1.0,0.0,1.0,0.0,3.0,11.0,1020.0
33.0,1.0,191.0,1.0,0.0,1.0,0.0,8.0,7.0,895.0
34.0,0.0,212.0,1.0,0.0,1.0,0.0,1.0,4.0,733.0
35.0,0.0,215.0,1.0,0.0,1.0,0.0,3.0,3.0,609.0
36.0,0.0,208.0,1.0,0.0,1.0,0.0,4.0,3.0,507.0
37.0,0.0,258.0,1.0,0.0,1.0,0.0,11.0,2.0,372.0
38.0,0.0,291.0,1.0,0.0,1.0,0.0,0.0,2.0,291.0
39.0,0.0,209.0,1.0,0.0,1.0,0.0,0.0,2.0,319.0
40.0,0.0,253.0,1.0,0.0,1.0,0.0,6.0,1.0,222.0
41.0,0.0,264.0,1.0,0.0,1.0,0.0,5.0,0.0,169.0
42.0,1.0,210.0,1.0,0.0,1.0,0.0,7.0,1.0,194.0
43.0,0.0,280.0,1.0,0.0,1.0,0.0,5.0,1.0,103.0
44.0,0.0,246.0,1.0,0.0,1.0,0.0,4.0,1.0,112.0
45.0,4.0,287.0,1.0,0.0,1.0,0.0,3.0,1.0,61.0
46.0,0.0,257.0,1.0,0.0,1.0,0.0,5.0,2.0,79.0
47.0,0.0,302.0,1.0,0.0,1.0,0.0,6.0,2.0,31.0
48.0,3.0,279.0,1.0,0.0,1.0,0.0,5.0,2.0,54.0
49.0,13.0,323.0,0.0,1.0,0.0,1.0,18.0,7.0,23.0
50.0,749.0,463.0,0.0,1.0,0.0,1.0,46.0,33.0,0.0
51.0,583.0,706.0,0.0,1.0,0.0,1.0,30.0,54.0,0.0
52.0,539.0,961.0,1.0,0.0,0.0,1.0,48.0,61.0,2.0
