time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,836.0,59.0,0.0,1.0,0.0,1.0,44.0,25.0,0.0
2.0,1046.0,221.0,0.0,1.0,0.0,1.0,45.0,43.0,0.0
3.0,860.0,477.0,0.0,1.0,0.0,1.0,33.0,55.0,0.0
4.0,585.0,751.0,0.0,1.0,0.0,1.0,41.0,56.0,0.0
5.0,476.0,1015.0,0.0,1.0,0.0,1.0,42.0,62.0,2.0
6.0,373.0,1343.0,0.0,1.0,1.0,0.0,45.0,74.0,1.0
7.0,1.0,1339.0,1.0,0.0,1.0,0.0,7.0,63.0,364.0
8.0,0.0,643.0,1.0,0.0,1.0,0.0,5.0,41.0,1140.0
9.0,0.0,388.0,1.0,0.0,1.0,0.0,2.0,27.0,1348.0
10.0,0.0,378.0,1.0,0.0,1.0,0.0,10.0,16.0,1224.0
11.0,0.0,296.0,1.0,0.0,1.0,0.0,5.0,8.0,1144.0
12.0,0.0,231.0,1.0,0.0,1.0,0.0,7.0,4.0,1047.0
13.0,0.0,258.0,1.0,0.0,1.0,0.0,2.0,4.0,854.0
14.0,0.0,271.0,1.0,0.0,1.0,0.0,7.0,2.0,710.0
15.0,0.0,264.0,1.0,0.0,1.0,0.0,1.0,1.0,595.0
16.0,0.0,186.0,1.0,0.0,1.0,0.0,3.0,1.0,566.0
17.0,1.0,183.0,1.0,0.0,1.0,0.0,3.0,1.0,489.0
18.0,0.0,235.0,1.0,0.0,1.0,0.0,8.0,1.0,350.0
19.0,0.0,236.0,1.0,0.0,1.0,0.0,5.0,1.0,289.0
20.0,0.0,225.0,1.0,0.0,1.0,0.0,6.0,1.0,252.0
21.0,1.0,307.0,1.0,0.0,1.0,0.0,5.0,1.0,133.0
22.0,7.0,323.0,1.0,0.0,1.0,0.0,15.0,0.0,90.0
23.0,550.0,439.0,0.0,1.0,0.0,1.0,40.0,17.0,0.0
24.0,794.0,577.0,0.0,1.0,1.0,0.0,52.0,39.0,0.0
25.0,743.0,830.0,0.0,1.0,0.0,1.0,43.0,71.0,1.0
26.0,493.0,1204.0,0.0,1.0,0.0,1.0,47.0,83.0,4.0
27.0,201.0,1601.0,0.0,1.0,0.0,1.0,41.0,77.0,3.0
28.0,0.0,1091.0,1.0,0.0,1.0,0.0,9.0,58.0,814.0
29.0,0.0,588.0,1.0,0.0,1.0,0.0,2.0,30.0,1342.0
30.0,0.0,384.0,1.0,0.0,1.0,0.0,5.0,18.0,1385.0
31.0,0.0,312.0,1.0,0.0,1.0,0.0,8.0,9.0,1264.0
32.0,0.0,286.0,1.0,0.0,1.0,0.0,7.0,5.0,1085.0
33.0,0.0,262.0,1.0,0.0,1.0,0.0,5.0,3.0,925.0
34.0,1.0,254.0,1.0,0.0,1.0,0.0,7.0,2.0,766.0
35.0,1.0,234.0,1.0,0.0,1.0,0.0,9.0,1.0,663.0
36.0,0.0,268.0,1.0,0.0,1.0,0.0,1.0,0.0,511.0
37.0,2.0,291.0,1.0,0.0,1.0,0.0,15.0,0.0,396.0
38.0,1.0,328.0,1.0,0.0,1.0,0.0,8.0,0.0,304.0
39.0,0.0,291.0,1.0,0.0,1.0,0.0,6.0,0.0,285.0
40.0,0.0,259.0,1.0,0.0,1.0,0.0,5.0,0.0,257.0
41.0,0.0,248.0,1.0,0.0,1.0,0.0,5.0,0.0,224.0
42.0,0.0,208.0,1.0,0.0,1.0,0.0,5.0,0.0,207.0
43.0,4.0,273.0,1.0,0.0,1.0,0.0,10.0,1.0,111.0
44.0,3.0,295.0,1.0,0.0,1.0,0.0,5.0,1.0,75.0
45.0,0.0,266.0,1.0,0.0,1.0,0.0,1.0,2.0,99.0
46.0,71.0,341.0,1.0,0.0,1.0,0.0,19.0,1.0,5.0
47.0,764.0,446.0,0.0,1.0,0.0,1.0,34.0,36.0,0.0
48.0,815.0,633.0,0.0,1.0,0.0,1.0,53.0,48.0,0.0
49.0,539.0,913.0,0.0,1.0,0.0,1.0,47.0,65.0,2.0
50.0,542.0,1221.0,0.0,1.0,0.0,1.0,52.0,66.0,2.0
51.0,335.0,1518.0,0.0,1.0,0.0,1.0,62.0,64.0,4.0
52.0,0.0,1534.0,1.0,0.0,1.0,0.0,6.0,55.0,272.0
53.0,0.0,780.0,1.0,0.0,1.0,0.0,6.0,33.0,1102.0
54.0,0.0,398.0,1.0,0.0,1.0,0.0,4.0,14.0,1341.0
55.0,0.0,267.0,1.0,0.0,1.0,0.0,5.0,8.0,1275.0
56.0,0.0,294.0,1.0,0.0,1.0,0.0,3.0,2.0,1050.0
57.0,0.0,292.0,1.0,0.0,1.0,0.0,5.0,1.0,880.0
58.0,0.0,326.0,1.0,0.0,1.0,0.0,6.0,0.0,681.0
59.0,0.0,237.0,1.0,0.0,1.0,0.0,5.0,0.0,646.0
60.0,0.0,216.0,1.0,0.0,1.0,0.0,5.0,0.0,535.0
61.0,0.0,228.0,1.0,0.0,1.0,0.0,5.0,0.0,427.0
62.0,2.0,253.0,1.0,0.0,1.0,0.0,6.0,0.0,327.0
63.0,1.0,359.0,1.0,0.0,1.0,0.0,5.0,0.0,170.0
64.0,3.0,347.0,1.0,0.0,1.0,0.0,7.0,3.0,147.0
65.0,0.0,298.0,1.0,0.0,1.0,0.0,1.0,1.0,184.0
66.0,1.0,294.0,1.0,0.0,1.0,0.0,6.0,0.0,157.0
67.0,1.0,279.0,1.0,0.0,1.0,0.0,3.0,0.0,137.0
68.0,1.0,282.0,1.0,0.0,1.0,0.0,8.0,0.0,105.0
69.0,3.0,286.0,1.0,0.0,1.0,0.0,5.0,2.0,86.0
70.0,0.0,242.0,1.0,0.0,1.0,0.0,5.0,3.0,121.0
71.0,1.0,251.0,1.0,0.0,1.0,0.0,6.0,3.0,118.0
72.0,257.0,388.0,0.0,1.0,0.0,1.0,32.0,15.0,0.0
73.0,682.0,515.0,0.0,1.0,0.0,1.0,47.0,37.0,0.0
74.0,790.0,725.0,0.0,1.0,1.0,0.0,46.0,55.0,0.0
75.0,566.0,1031.0,0.0,1.0,0.0,1.0,48.0,68.0,0.0
76.0,260.0,1399.0,0.0,1.0,0.0,1.0,46.0,77.0,2.0
77.0,0.0,1474.0,1.0,0.0,1.0,0.0,12.0,73.0,337.0
78.0,0.0,703.0,1.0,0.0,1.0,0.0,5.0,34.0,1208.0
79.0,0.0,407.0,1.0,0.0,1.0,0.0,6.0,18.0,1321.0
80.0,0.0,310.0,1.0,0.0,1.0,0.0,2.0,13.0,1258.0
81.0,1.0,295.0,1.0,0.0,1.0,0.0,7.0,7.0,1079.0
82.0,0.0,208.0,1.0,0.0,1.0,0.0,4.0,3.0,985.0
83.0,0.0,236.0,1.0,0.0,1.0,0.0,6.0,2.0,808.0
84.0,2.0,225.0,1.0,0.0,1.0,0.0,9.0,2.0,712.0
85.0,0.0,231.0,1.0,0.0,1.0,0.0,2.0,0.0,607.0
86.0,0.0,254.0,1.0,0.0,1.0,0.0,4.0,0.0,480.0
87.0,0.0,261.0,1.0,0.0,1.0,0.0,7.0,2.0,386.0
88.0,0.0,242.0,1.0,0.0,1.0,0.0,4.0,2.0,352.0
89.0,1.0,263.0,1.0,0.0,1.0,0.0,6.0,2.0,273.0
90.0,2.0,307.0,1.0,0.0,1.0,0.0,6.0,1.0,190.0
91.0,2.0,374.0,1.0,0.0,1.0,0.0,5.0,1.0,95.0
92.0,1.0,368.0,1.0,0.0,1.0,0.0,6.0,4.0,96.0
93.0,93.0,452.0,1.0,0.0,0.0,1.0,20.0,8.0,2.0
94.0,797.0,566.0,0.0,1.0,1.0,0.0,50.0,31.0,1.0
95.0,760.0,805.0,0.0,1.0,0.0,1.0,47.0,59.0,3.0
96.0,354.0,1125.0,0.0,1.0,0.0,1.0,40.0,80.0,2.0
97.0,237.0,1583.0,0.0,1.0,0.0,1.0,43.0,85.0,8.0
98.0,0.0,1543.0,1.0,0.0,1.0,0.0,12.0,59.0,407.0
99.0,0.0,707.0,1.0,0.0,1.0,0.0,4.0,40.0,1294.0
100.0,0.0,432.0,1.0,0.0,1.0,0.0,4.0,22.0,1437.0
101.0,0.0,269.0,1.0,0.0,1.0,0.0,3.0,16.0,1406.0
102.0,0.0,243.0,1.0,0.0,1.0,0.0,4.0,10.0,1228.0
103.0,1.0,280.0,1.0,0.0,1.0,0.0,6.0,2.0,981.0
104.0,0.0,267.0,1.0,0.0,1.0,0.0,9.0,2.0,813.0
105.0,1.0,323.0,1.0,0.0,1.0,0.0,4.0,2.0,615.0
106.0,0.0,219.0,1.0,0.0,1.0,0.0,4.0,2.0,616.0
107.0,0.0,216.0,1.0,0.0,1.0,0.0,5.0,1.0,509.0
108.0,0.0,205.0,1.0,0.0,1.0,0.0,4.0,1.0,445.0
109.0,0.0,225.0,1.0,0.0,1.0,0.0,5.0,1.0,356.0
110.0,0.0,241.0,1.0,0.0,1.0,0.0,5.0,0.0,270.0
111.0,1.0,303.0,1.0,0.0,1.0,0.0,8.0,0.0,173.0
112.0,306.0,473.0,0.0,1.0,0.0,1.0,34.0,13.0,1.0
113.0,600.0,633.0,0.0,1.0,0.0,1.0,35.0,38.0,0.0
114.0,592.0,868.0,0.0,1.0,0.0,1.0,46.0,60.0,0.0
115.0,505.0,1189.0,0.0,1.0,0.0,1.0,44.0,69.0,2.0
116.0,101.0,1583.0,0.0,1.0,0.0,1.0,44.0,78.0,6.0
117.0,1.0,1266.0,0.0,1.0,1.0,0.0,17.0,51.0,617.0
118.0,0.0,767.0,1.0,0.0,1.0,0.0,5.0,33.0,1138.0
119.0,0.0,407.0,1.0,0.0,1.0,0.0,5.0,18.0,1389.0
120.0,0.0,314.0,1.0,0.0,1.0,0.0,7.0,11.0,1281.0
121.0,0.0,313.0,1.0,0.0,1.0,0.0,3.0,9.0,1101.0
122.0,0.0,292.0,1.0,0.0,1.0,0.0,2.0,7.0,957.0
123.0,0.0,199.0,1.0,0.0,1.0,0.0,1.0,4.0,894.0
124.0,0.0,216.0,1.0,0.0,1.0,0.0,5.0,4.0,731.0
125.0,0.0,249.0,1.0,0.0,1.0,0.0,7.0,2.0,580.0
126.0,0.0,268.0,1.0,0.0,1.0,0.0,2.0,2.0,474.0
127.0,0.0,209.0,1.0,0.0,1.0,0.0,0.0,3.0,459.0
128.0,0.0,209.0,1.0,0.0,1.0,0.0,2.0,2.0,395.0
129.0,0.0,218.0,1.0,0.0,1.0,0.0,2.0,0.0,334.0
130.0,0.0,220.0,1.0,0.0,1.0,0.0,2.0,0.0,265.0
131.0,0.0,304.0,1.0,0.0,1.0,0.0,8.0,0.0,142.0
132.0,0.0,234.0,1.0,0.0,1.0,0.0,2.0,0.0,176.0
133.0,0.0,264.0,1.0,0.0,1.0,0.0,7.0,1.0,119.0
134.0,1.0,207.0,1.0,0.0,1.0,0.0,5.0,1.0,149.0
135.0,1.0,179.0,1.0,0.0,1.0,0.0,4.0,1.0,150.0
136.0,1.0,246.0,1.0,0.0,1.0,0.0,7.0,1.0,68.0
137.0,1.0,234.0,1.0,0.0,1.0,0.0,4.0,0.0,68.0
138.0,432.0,327.0,0.0,1.0,0.0,1.0,39.0,20.0,1.0
139.0,879.0,512.0,0.0,1.0,0.0,1.0,50.0,48.0,0.0
140.0,638.0,798.0,0.0,1.0,0.0,1.0,44.0,57.0,1.0
141.0,667.0,1150.0,0.0,1.0,0.0,1.0,40.0,78.0,0.0
142.0,153.0,1504.0,0.0,1.0,1.0,0.0,45.0,64.0,5.0
143.0,1.0,1290.0,1.0,0.0,1.0,0.0,6.0,58.0,495.0
144.0,0.0,626.0,1.0,0.0,1.0,0.0,4.0,37.0,1242.0
145.0,0.0,357.0,1.0,0.0,1.0,0.0,4.0,22.0,1367.0
146.0,0.0,311.0,1.0,0.0,1.0,0.0,5.0,12.0,1196.0
147.0,1.0,276.0,1.0,0.0,1.0,0.0,10.0,6.0,1043.0
148.0,0.0,259.0,1.0,0.0,1.0,0.0,5.0,3.0,902.0
149.0,0.0,247.0,1.0,0.0,1.0,0.0,4.0,2.0,761.0
150.0,0.0,208.0,1.0,0.0,1.0,0.0,6.0,2.0,683.0
151.0,0.0,179.0,1.0,0.0,1.0,0.0,4.0,1.0,569.0
152.0,0.0,276.0,1.0,0.0,1.0,0.0,6.0,1.0,382.0
153.0,0.0,278.0,1.0,0.0,1.0,0.0,6.0,1.0,327.0
154.0,0.0,300.0,1.0,0.0,1.0,0.0,3.0,0.0,235.0
155.0,0.0,237.0,1.0,0.0,1.0,0.0,2.0,0.0,248.0
156.0,2.0,254.0,1.0,0.0,1.0,0.0,6.0,0.0,184.0
157.0,296.0,419.0,0.0,1.0,0.0,1.0,46.0,8.0,0.0
158.0,742.0,488.0,0.0,1.0,0.0,1.0,51.0,23.0,1.0
159.0,774.0,674.0,0.0,1.0,0.0,1.0,53.0,41.0,2.0
160.0,606.0,911.0,0.0,1.0,0.0,1.0,47.0,57.0,3.0
161.0,389.0,1200.0,1.0,0.0,0.0,1.0,45.0,73.0,2.0
162.0,2.0,1364.0,1.0,0.0,1.0,0.0,6.0,73.0,224.0
163.0,1.0,657.0,1.0,0.0,1.0,0.0,7.0,44.0,1078.0
164.0,0.0,419.0,1.0,0.0,1.0,0.0,8.0,24.0,1247.0
165.0,0.0,318.0,1.0,0.0,1.0,0.0,6.0,12.0,1197.0
166.0,0.0,283.0,1.0,0.0,1.0,0.0,5.0,4.0,1047.0
167.0,0.0,195.0,1.0,0.0,1.0,0.0,4.0,2.0,933.0
168.0,0.0,210.0,1.0,0.0,1.0,0.0,4.0,1.0,746.0
169.0,0.0,247.0,1.0,0.0,1.0,0.0,6.0,0.0,565.0
170.0,0.0,205.0,1.0,0.0,1.0,0.0,5.0,0.0,492.0
171.0,0.0,219.0,1.0,0.0,1.0,0.0,4.0,0.0,387.0
172.0,1.0,242.0,1.0,0.0,1.0,0.0,5.0,0.0,295.0
173.0,0.0,202.0,1.0,0.0,1.0,0.0,5.0,0.0,273.0
174.0,1.0,204.0,1.0,0.0,1.0,0.0,9.0,0.0,235.0
175.0,0.0,255.0,1.0,0.0,1.0,0.0,4.0,0.0,144.0
176.0,1.0,222.0,1.0,0.0,1.0,0.0,5.0,0.0,150.0
177.0,1.0,203.0,1.0,0.0,1.0,0.0,6.0,0.0,138.0
178.0,2.0,234.0,1.0,0.0,1.0,0.0,6.0,0.0,87.0
179.0,14.0,288.0,1.0,0.0,0.0,1.0,18.0,1.0,17.0
180.0,707.0,366.0,0.0,1.0,0.0,1.0,48.0,29.0,0.0
181.0,657.0,575.0,0.0,1.0,0.0,1.0,31.0,61.0,1.0
182.0,552.0,873.0,0.0,1.0,0.0,1.0,44.0,72.0,0.0
183.0,255.0,1261.0,0.0,1.0,1.0,0.0,32.0,74.0,1.0
