time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,741.0,74.0,0.0,1.0,0.0,1.0,37.0,29.0,0.0
2.0,904.0,309.0,0.0,1.0,0.0,1.0,49.0,59.0,0.0
3.0,833.0,593.0,0.0,1.0,1.0,0.0,47.0,62.0,2.0
4.0,691.0,921.0,0.0,1.0,1.0,0.0,51.0,75.0,1.0
5.0,436.0,1314.0,0.0,1.0,1.0,0.0,55.0,76.0,0.0
6.0,87.0,1713.0,0.0,1.0,0.0,1.0,31.0,73.0,10.0
7.0,0.0,923.0,1.0,0.0,1.0,0.0,5.0,49.0,1018.0
8.0,0.0,466.0,1.0,0.0,1.0,0.0,5.0,33.0,1392.0
9.0,0.0,384.0,1.0,0.0,1.0,0.0,6.0,9.0,1279.0
10.0,0.0,244.0,1.0,0.0,1.0,0.0,6.0,8.0,1197.0
11.0,0.0,228.0,1.0,0.0,1.0,0.0,7.0,3.0,1002.0
12.0,0.0,279.0,1.0,0.0,1.0,0.0,4.0,3.0,795.0
13.0,0.0,272.0,1.0,0.0,1.0,0.0,5.0,5.0,682.0
14.0,1.0,266.0,1.0,0.0,1.0,0.0,7.0,4.0,583.0
15.0,0.0,284.0,1.0,0.0,1.0,0.0,3.0,2.0,476.0
16.0,1.0,289.0,1.0,0.0,1.0,0.0,3.0,1.0,401.0
17.0,1.0,254.0,1.0,0.0,1.0,0.0,9.0,1.0,367.0
18.0,1.0,319.0,1.0,0.0,1.0,0.0,5.0,0.0,239.0
19.0,1.0,312.0,1.0,0.0,1.0,0.0,7.0,0.0,202.0
20.0,0.0,266.0,1.0,0.0,1.0,0.0,8.0,4.0,197.0
21.0,0.0,260.0,1.0,0.0,1.0,0.0,1.0,4.0,190.0
22.0,0.0,245.0,1.0,0.0,1.0,0.0,7.0,2.0,183.0
23.0,0.0,260.0,1.0,0.0,1.0,0.0,3.0,2.0,148.0
24.0,0.0,240.0,1.0,0.0,1.0,0.0,7.0,2.0,145.0
25.0,5.0,244.0,1.0,0.0,1.0,0.0,12.0,2.0,124.0
26.0,2.0,257.0,1.0,0.0,1.0,0.0,4.0,1.0,93.0
27.0,0.0,230.0,1.0,0.0,1.0,0.0,5.0,2.0,106.0
28.0,431.0,366.0,0.0,1.0,0.0,1.0,35.0,21.0,0.0
29.0,755.0,560.0,0.0,1.0,0.0,1.0,54.0,53.0,0.0
30.0,503.0,873.0,0.0,1.0,0.0,1.0,41.0,61.0,0.0
31.0,542.0,1200.0,0.0,1.0,0.0,1.0,57.0,63.0,3.0
32.0,226.0,1575.0,0.0,1.0,0.0,1.0,42.0,75.0,2.0
33.0,1.0,1522.0,1.0,0.0,1.0,0.0,12.0,55.0,366.0
34.0,0.0,703.0,1.0,0.0,1.0,0.0,5.0,31.0,1222.0
35.0,0.0,453.0,1.0,0.0,1.0,0.0,8.0,21.0,1361.0
36.0,0.0,326.0,1.0,0.0,1.0,0.0,5.0,15.0,1300.0
37.0,0.0,330.0,1.0,0.0,1.0,0.0,10.0,8.0,1128.0
38.0,0.0,278.0,1.0,0.0,1.0,0.0,5.0,3.0,1003.0
