time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,860.0,66.0,0.0,1.0,0.0,1.0,48.0,23.0,0.0
2.0,864.0,222.0,0.0,1.0,0.0,1.0,43.0,40.0,0.0
3.0,853.0,520.0,0.0,1.0,0.0,1.0,63.0,68.0,0.0
4.0,678.0,880.0,0.0,1.0,0.0,1.0,43.0,83.0,1.0
5.0,364.0,1281.0,1.0,0.0,0.0,1.0,42.0,81.0,4.0
6.0,254.0,1658.0,0.0,1.0,0.0,1.0,44.0,81.0,4.0
7.0,0.0,1165.0,1.0,0.0,1.0,0.0,7.0,61.0,825.0
8.0,0.0,555.0,1.0,0.0,1.0,0.0,6.0,33.0,1437.0
9.0,0.0,365.0,1.0,0.0,1.0,0.0,6.0,19.0,1470.0
10.0,0.0,346.0,1.0,0.0,1.0,0.0,3.0,10.0,1277.0
11.0,0.0,236.0,1.0,0.0,1.0,0.0,5.0,2.0,1181.0
12.0,0.0,203.0,1.0,0.0,1.0,0.0,3.0,1.0,1010.0
13.0,1.0,212.0,1.0,0.0,1.0,0.0,8.0,0.0,831.0
14.0,1.0,255.0,1.0,0.0,1.0,0.0,5.0,0.0,651.0
15.0,1.0,366.0,1.0,0.0,1.0,0.0,10.0,0.0,440.0
16.0,0.0,290.0,1.0,0.0,1.0,0.0,6.0,0.0,442.0
17.0,0.0,294.0,1.0,0.0,1.0,0.0,1.0,0.0,368.0
18.0,0.0,278.0,1.0,0.0,1.0,0.0,7.0,0.0,321.0
19.0,0.0,290.0,1.0,0.0,1.0,0.0,1.0,1.0,254.0
20.0,2.0,247.0,1.0,0.0,1.0,0.0,5.0,1.0,262.0
21.0,4.0,304.0,1.0,0.0,1.0,0.0,13.0,1.0,160.0
22.0,1.0,332.0,1.0,0.0,1.0,0.0,4.0,4.0,112.0
23.0,0.0,236.0,1.0,0.0,1.0,0.0,5.0,2.0,179.0
24.0,0.0,233.0,1.0,0.0,1.0,0.0,3.0,2.0,167.0
25.0,3.0,236.0,1.0,0.0,1.0,0.0,6.0,2.0,148.0
26.0,0.0,190.0,1.0,0.0,1.0,0.0,3.0,2.0,173.0
27.0,1.0,217.0,1.0,0.0,1.0,0.0,4.0,2.0,130.0
28.0,0.0,222.0,1.0,0.0,1.0,0.0,3.0,2.0,112.0
29.0,28.0,329.0,1.0,0.0,1.0,0.0,7.0,6.0,8.0
30.0,773.0,421.0,0.0,1.0,1.0,0.0,50.0,29.0,0.0
31.0,720.0,620.0,1.0,0.0,0.0,1.0,47.0,53.0,0.0
32.0,694.0,909.0,0.0,1.0,0.0,1.0,47.0,59.0,0.0
33.0,503.0,1235.0,0.0,1.0,0.0,1.0,50.0,70.0,2.0
34.0,314.0,1552.0,0.0,1.0,1.0,0.0,45.0,69.0,1.0
35.0,1.0,1468.0,1.0,0.0,1.0,0.0,7.0,62.0,431.0
36.0,0.0,749.0,1.0,0.0,1.0,0.0,2.0,41.0,1196.0
37.0,0.0,401.0,1.0,0.0,1.0,0.0,7.0,22.0,1426.0
38.0,0.0,345.0,1.0,0.0,1.0,0.0,6.0,12.0,1280.0
39.0,0.0,347.0,1.0,0.0,1.0,0.0,7.0,9.0,1096.0
40.0,0.0,330.0,1.0,0.0,1.0,0.0,5.0,7.0,964.0
41.0,0.0,374.0,1.0,0.0,1.0,0.0,4.0,3.0,750.0
42.0,0.0,267.0,1.0,0.0,1.0,0.0,7.0,2.0,708.0
43.0,1.0,268.0,1.0,0.0,1.0,0.0,14.0,2.0,587.0
44.0,0.0,384.0,1.0,0.0,1.0,0.0,6.0,1.0,392.0
45.0,0.0,335.0,1.0,0.0,1.0,0.0,3.0,0.0,367.0
46.0,0.0,333.0,1.0,0.0,1.0,0.0,5.0,0.0,299.0
47.0,1.0,284.0,1.0,0.0,1.0,0.0,2.0,1.0,296.0
48.0,2.0,266.0,1.0,0.0,1.0,0.0,5.0,2.0,277.0
49.0,1.0,239.0,1.0,0.0,1.0,0.0,7.0,1.0,251.0
50.0,3.0,282.0,1.0,0.0,1.0,0.0,9.0,0.0,173.0
51.0,4.0,316.0,1.0,0.0,1.0,0.0,8.0,2.0,120.0
52.0,1.0,340.0,1.0,0.0,1.0,0.0,7.0,1.0,80.0
53.0,18.0,408.0,1.0,0.0,1.0,0.0,7.0,4.0,10.0
54.0,1.0,326.0,1.0,0.0,1.0,0.0,5.0,9.0,116.0
55.0,1.0,236.0,1.0,0.0,1.0,0.0,9.0,5.0,212.0
56.0,0.0,246.0,1.0,0.0,1.0,0.0,3.0,5.0,199.0
57.0,4.0,282.0,1.0,0.0,1.0,0.0,14.0,2.0,137.0
58.0,0.0,313.0,1.0,0.0,1.0,0.0,3.0,1.0,97.0
59.0,0.0,237.0,1.0,0.0,1.0,0.0,8.0,1.0,150.0
60.0,1.0,232.0,1.0,0.0,1.0,0.0,8.0,0.0,128.0
61.0,2.0,253.0,1.0,0.0,1.0,0.0,9.0,0.0,94.0
62.0,0.0,202.0,1.0,0.0,1.0,0.0,4.0,3.0,137.0
63.0,0.0,178.0,1.0,0.0,1.0,0.0,1.0,2.0,144.0
64.0,0.0,238.0,1.0,0.0,1.0,0.0,3.0,1.0,67.0
65.0,195.0,310.0,1.0,0.0,1.0,0.0,29.0,7.0,0.0
66.0,812.0,412.0,0.0,1.0,0.0,1.0,48.0,37.0,1.0
67.0,788.0,650.0,0.0,1.0,0.0,1.0,43.0,54.0,1.0
68.0,572.0,928.0,1.0,0.0,0.0,1.0,38.0,63.0,1.0
69.0,277.0,1235.0,1.0,0.0,0.0,1.0,31.0,59.0,1.0
70.0,1.0,1135.0,1.0,0.0,1.0,0.0,4.0,54.0,384.0
71.0,0.0,567.0,1.0,0.0,1.0,0.0,10.0,34.0,1042.0
72.0,1.0,434.0,1.0,0.0,1.0,0.0,12.0,26.0,1082.0
73.0,0.0,304.0,1.0,0.0,1.0,0.0,5.0,17.0,1152.0
74.0,0.0,265.0,1.0,0.0,1.0,0.0,5.0,9.0,1039.0
75.0,0.0,248.0,1.0,0.0,1.0,0.0,5.0,7.0,908.0
76.0,0.0,249.0,1.0,0.0,1.0,0.0,4.0,5.0,766.0
77.0,0.0,241.0,1.0,0.0,1.0,0.0,3.0,3.0,647.0
78.0,1.0,222.0,1.0,0.0,1.0,0.0,8.0,4.0,567.0
79.0,0.0,299.0,1.0,0.0,1.0,0.0,4.0,2.0,414.0
80.0,0.0,237.0,1.0,0.0,1.0,0.0,3.0,2.0,397.0
81.0,0.0,317.0,1.0,0.0,1.0,0.0,6.0,1.0,258.0
