time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,863.0,75.0,0.0,1.0,0.0,1.0,49.0,22.0,0.0
2.0,933.0,257.0,0.0,1.0,0.0,1.0,47.0,44.0,0.0
3.0,819.0,518.0,0.0,1.0,1.0,0.0,51.0,58.0,0.0
4.0,694.0,800.0,0.0,1.0,0.0,1.0,52.0,64.0,2.0
5.0,430.0,1130.0,0.0,1.0,1.0,0.0,31.0,69.0,3.0
6.0,53.0,1477.0,1.0,0.0,1.0,0.0,26.0,68.0,20.0
7.0,0.0,837.0,1.0,0.0,1.0,0.0,5.0,39.0,835.0
8.0,0.0,514.0,1.0,0.0,1.0,0.0,4.0,27.0,1101.0
9.0,0.0,320.0,1.0,0.0,1.0,0.0,3.0,16.0,1181.0
10.0,0.0,268.0,1.0,0.0,1.0,0.0,5.0,12.0,1088.0
11.0,0.0,241.0,1.0,0.0,1.0,0.0,6.0,2.0,962.0
12.0,1.0,298.0,1.0,0.0,1.0,0.0,4.0,1.0,750.0
13.0,0.0,270.0,1.0,0.0,1.0,0.0,6.0,0.0,634.0
14.0,0.0,295.0,1.0,0.0,1.0,0.0,10.0,0.0,488.0
15.0,0.0,291.0,1.0,0.0,1.0,0.0,9.0,0.0,398.0
16.0,0.0,224.0,1.0,0.0,1.0,0.0,4.0,1.0,388.0
17.0,0.0,218.0,1.0,0.0,1.0,0.0,4.0,1.0,327.0
18.0,0.0,214.0,1.0,0.0,1.0,0.0,2.0,1.0,273.0
19.0,0.0,242.0,1.0,0.0,1.0,0.0,5.0,1.0,213.0
20.0,0.0,232.0,1.0,0.0,1.0,0.0,8.0,1.0,190.0
21.0,1.0,236.0,1.0,0.0,1.0,0.0,3.0,3.0,177.0
22.0,0.0,170.0,1.0,0.0,1.0,0.0,1.0,3.0,222.0
23.0,3.0,252.0,1.0,0.0,1.0,0.0,6.0,4.0,112.0
24.0,2.0,318.0,1.0,0.0,1.0,0.0,7.0,4.0,54.0
25.0,0.0,261.0,1.0,0.0,1.0,0.0,5.0,5.0,111.0
26.0,1.0,265.0,1.0,0.0,1.0,0.0,4.0,4.0,114.0
27.0,3.0,307.0,1.0,0.0,1.0,0.0,15.0,1.0,54.0
28.0,653.0,391.0,0.0,1.0,0.0,1.0,59.0,17.0,0.0
29.0,678.0,541.0,0.0,1.0,0.0,1.0,28.0,40.0,0.0
30.0,654.0,802.0,0.0,1.0,0.0,1.0,42.0,53.0,0.0
31.0,635.0,1105.0,0.0,1.0,1.0,0.0,50.0,58.0,0.0
32.0,473.0,1354.0,0.0,1.0,0.0,1.0,52.0,58.0,2.0
33.0,225.0,1662.0,0.0,1.0,0.0,1.0,35.0,61.0,4.0
34.0,0.0,1639.0,1.0,0.0,1.0,0.0,4.0,55.0,327.0
35.0,0.0,794.0,1.0,0.0,1.0,0.0,6.0,38.0,1208.0
36.0,0.0,439.0,1.0,0.0,1.0,0.0,5.0,31.0,1487.0
37.0,0.0,327.0,1.0,0.0,1.0,0.0,3.0,22.0,1446.0
38.0,0.0,344.0,1.0,0.0,1.0,0.0,2.0,15.0,1235.0
39.0,0.0,321.0,1.0,0.0,1.0,0.0,6.0,10.0,1091.0
40.0,0.0,277.0,1.0,0.0,1.0,0.0,4.0,6.0,956.0
41.0,0.0,293.0,1.0,0.0,1.0,0.0,6.0,2.0,770.0
42.0,1.0,261.0,1.0,0.0,1.0,0.0,6.0,0.0,650.0
43.0,1.0,236.0,1.0,0.0,1.0,0.0,3.0,0.0,545.0
44.0,0.0,263.0,1.0,0.0,1.0,0.0,5.0,0.0,424.0
45.0,0.0,278.0,1.0,0.0,1.0,0.0,5.0,0.0,344.0
46.0,0.0,314.0,1.0,0.0,1.0,0.0,5.0,0.0,249.0
47.0,1.0,254.0,1.0,0.0,1.0,0.0,4.0,2.0,278.0
48.0,2.0,209.0,1.0,0.0,1.0,0.0,5.0,1.0,277.0
49.0,0.0,249.0,1.0,0.0,1.0,0.0,4.0,1.0,197.0
50.0,1.0,299.0,1.0,0.0,1.0,0.0,3.0,0.0,127.0
51.0,38.0,402.0,1.0,0.0,0.0,1.0,20.0,3.0,8.0
52.0,712.0,495.0,0.0,1.0,0.0,1.0,35.0,39.0,1.0
53.0,782.0,715.0,0.0,1.0,0.0,1.0,53.0,63.0,2.0
54.0,578.0,1054.0,0.0,1.0,0.0,1.0,53.0,67.0,0.0
55.0,413.0,1360.0,1.0,0.0,0.0,1.0,42.0,78.0,1.0
56.0,181.0,1705.0,0.0,1.0,1.0,0.0,38.0,73.0,10.0
57.0,0.0,1112.0,1.0,0.0,1.0,0.0,7.0,52.0,855.0
58.0,0.0,587.0,1.0,0.0,1.0,0.0,7.0,32.0,1375.0
59.0,1.0,386.0,1.0,0.0,1.0,0.0,2.0,19.0,1376.0
60.0,0.0,271.0,1.0,0.0,1.0,0.0,9.0,10.0,1315.0
61.0,0.0,290.0,1.0,0.0,1.0,0.0,4.0,6.0,1097.0
62.0,0.0,299.0,1.0,0.0,1.0,0.0,6.0,6.0,932.0
63.0,0.0,283.0,1.0,0.0,1.0,0.0,4.0,1.0,795.0
64.0,0.0,266.0,1.0,0.0,1.0,0.0,3.0,0.0,667.0
65.0,0.0,298.0,1.0,0.0,1.0,0.0,5.0,0.0,509.0
66.0,0.0,337.0,1.0,0.0,1.0,0.0,9.0,0.0,374.0
67.0,0.0,264.0,1.0,0.0,1.0,0.0,5.0,0.0,383.0
68.0,0.0,274.0,1.0,0.0,1.0,0.0,2.0,2.0,301.0
69.0,1.0,315.0,1.0,0.0,1.0,0.0,6.0,1.0,205.0
70.0,1.0,287.0,1.0,0.0,1.0,0.0,5.0,0.0,195.0
71.0,1.0,371.0,1.0,0.0,1.0,0.0,9.0,0.0,81.0
72.0,1.0,339.0,1.0,0.0,1.0,0.0,5.0,0.0,99.0
73.0,2.0,299.0,1.0,0.0,1.0,0.0,6.0,0.0,118.0
74.0,376.0,415.0,0.0,1.0,0.0,1.0,30.0,14.0,0.0
75.0,688.0,532.0,0.0,1.0,0.0,1.0,51.0,34.0,0.0
76.0,565.0,802.0,0.0,1.0,1.0,0.0,42.0,66.0,1.0
77.0,539.0,1132.0,0.0,1.0,1.0,0.0,47.0,74.0,4.0
78.0,352.0,1539.0,0.0,1.0,0.0,1.0,39.0,82.0,1.0
79.0,6.0,1843.0,1.0,0.0,1.0,0.0,12.0,70.0,120.0
80.0,0.0,829.0,1.0,0.0,1.0,0.0,2.0,48.0,1286.0
81.0,0.0,526.0,1.0,0.0,1.0,0.0,4.0,22.0,1457.0
82.0,0.0,315.0,1.0,0.0,1.0,0.0,6.0,15.0,1453.0
83.0,1.0,287.0,1.0,0.0,1.0,0.0,4.0,8.0,1257.0
84.0,1.0,295.0,1.0,0.0,1.0,0.0,6.0,6.0,1034.0
85.0,0.0,221.0,1.0,0.0,1.0,0.0,7.0,2.0,941.0
86.0,0.0,240.0,1.0,0.0,1.0,0.0,4.0,2.0,766.0
87.0,0.0,133.0,1.0,0.0,1.0,0.0,3.0,1.0,727.0
88.0,0.0,192.0,1.0,0.0,1.0,0.0,4.0,0.0,544.0
89.0,0.0,192.0,1.0,0.0,1.0,0.0,2.0,0.0,435.0
90.0,1.0,216.0,1.0,0.0,1.0,0.0,9.0,0.0,338.0
91.0,0.0,289.0,1.0,0.0,1.0,0.0,5.0,0.0,209.0
92.0,0.0,254.0,1.0,0.0,1.0,0.0,6.0,0.0,211.0
93.0,2.0,347.0,1.0,0.0,1.0,0.0,8.0,1.0,98.0
94.0,2.0,311.0,1.0,0.0,1.0,0.0,3.0,4.0,125.0
95.0,2.0,254.0,1.0,0.0,1.0,0.0,7.0,2.0,162.0
96.0,3.0,247.0,1.0,0.0,1.0,0.0,9.0,1.0,149.0
97.0,3.0,286.0,1.0,0.0,1.0,0.0,7.0,1.0,87.0
98.0,9.0,302.0,1.0,0.0,1.0,0.0,20.0,1.0,54.0
99.0,627.0,436.0,0.0,1.0,0.0,1.0,48.0,34.0,0.0
100.0,714.0,667.0,0.0,1.0,0.0,1.0,62.0,59.0,1.0
101.0,421.0,964.0,0.0,1.0,0.0,1.0,32.0,77.0,2.0
102.0,305.0,1318.0,0.0,1.0,1.0,0.0,38.0,75.0,0.0
103.0,133.0,1690.0,0.0,1.0,1.0,0.0,47.0,69.0,5.0
104.0,0.0,1264.0,1.0,0.0,1.0,0.0,8.0,48.0,708.0
105.0,0.0,606.0,1.0,0.0,1.0,0.0,5.0,28.0,1327.0
106.0,0.0,370.0,1.0,0.0,1.0,0.0,5.0,15.0,1402.0
107.0,0.0,358.0,1.0,0.0,1.0,0.0,8.0,6.0,1194.0
108.0,0.0,293.0,1.0,0.0,1.0,0.0,5.0,2.0,1042.0
109.0,0.0,242.0,1.0,0.0,1.0,0.0,1.0,1.0,921.0
