time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,760.0,56.0,0.0,1.0,1.0,0.0,48.0,23.0,0.0
2.0,954.0,222.0,0.0,1.0,0.0,1.0,47.0,51.0,0.0
3.0,756.0,515.0,0.0,1.0,0.0,1.0,46.0,74.0,0.0
4.0,614.0,907.0,1.0,0.0,0.0,1.0,54.0,72.0,0.0
5.0,406.0,1266.0,0.0,1.0,0.0,1.0,45.0,68.0,2.0
6.0,325.0,1660.0,0.0,1.0,0.0,1.0,59.0,78.0,5.0
7.0,0.0,1301.0,1.0,0.0,1.0,0.0,4.0,56.0,683.0
8.0,0.0,707.0,1.0,0.0,1.0,0.0,4.0,35.0,1293.0
9.0,0.0,361.0,1.0,0.0,1.0,0.0,3.0,20.0,1503.0
10.0,0.0,375.0,1.0,0.0,1.0,0.0,3.0,12.0,1291.0
11.0,0.0,281.0,1.0,0.0,1.0,0.0,6.0,9.0,1177.0
12.0,0.0,209.0,1.0,0.0,1.0,0.0,2.0,5.0,1069.0
13.0,0.0,188.0,1.0,0.0,1.0,0.0,3.0,2.0,917.0
14.0,0.0,148.0,1.0,0.0,1.0,0.0,7.0,2.0,806.0
15.0,2.0,215.0,1.0,0.0,1.0,0.0,8.0,1.0,602.0
16.0,1.0,261.0,1.0,0.0,1.0,0.0,5.0,0.0,468.0
17.0,0.0,323.0,1.0,0.0,1.0,0.0,5.0,0.0,326.0
18.0,0.0,313.0,0.0,1.0,1.0,0.0,12.0,0.0,280.0
19.0,0.0,310.0,1.0,0.0,1.0,0.0,4.0,0.0,246.0
20.0,2.0,296.0,1.0,0.0,1.0,0.0,5.0,0.0,215.0
21.0,2.0,369.0,0.0,1.0,1.0,0.0,18.0,0.0,109.0
22.0,1.0,307.0,1.0,0.0,1.0,0.0,6.0,0.0,152.0
23.0,3.0,399.0,1.0,0.0,1.0,0.0,6.0,0.0,38.0
24.0,687.0,474.0,0.0,1.0,0.0,1.0,50.0,16.0,0.0
25.0,883.0,604.0,0.0,1.0,0.0,1.0,61.0,32.0,1.0
26.0,724.0,826.0,0.0,1.0,0.0,1.0,59.0,60.0,1.0
27.0,554.0,1158.0,0.0,1.0,0.0,1.0,37.0,72.0,0.0
28.0,101.0,1560.0,1.0,0.0,0.0,1.0,33.0,75.0,12.0
29.0,1.0,980.0,1.0,0.0,1.0,0.0,7.0,48.0,813.0
30.0,0.0,478.0,1.0,0.0,1.0,0.0,3.0,32.0,1285.0
31.0,0.0,306.0,1.0,0.0,1.0,0.0,4.0,20.0,1321.0
32.0,0.0,239.0,1.0,0.0,1.0,0.0,9.0,13.0,1242.0
33.0,0.0,254.0,1.0,0.0,1.0,0.0,7.0,8.0,1073.0
34.0,0.0,298.0,1.0,0.0,1.0,0.0,4.0,6.0,892.0
35.0,0.0,251.0,1.0,0.0,1.0,0.0,5.0,3.0,790.0
36.0,0.0,274.0,1.0,0.0,1.0,0.0,0.0,2.0,633.0
37.0,0.0,197.0,1.0,0.0,1.0,0.0,7.0,0.0,579.0
38.0,0.0,238.0,1.0,0.0,1.0,0.0,6.0,0.0,430.0
39.0,1.0,242.0,1.0,0.0,1.0,0.0,4.0,0.0,350.0
40.0,2.0,407.0,1.0,0.0,1.0,0.0,6.0,0.0,139.0
