time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,800.0,76.0,0.0,1.0,0.0,1.0,49.0,24.0,1.0
2.0,1039.0,238.0,0.0,1.0,0.0,1.0,60.0,39.0,0.0
3.0,890.0,513.0,0.0,1.0,0.0,1.0,57.0,61.0,0.0
4.0,701.0,862.0,0.0,1.0,0.0,1.0,47.0,71.0,0.0
5.0,631.0,1221.0,0.0,1.0,0.0,1.0,49.0,72.0,2.0
6.0,201.0,1620.0,0.0,1.0,0.0,1.0,48.0,77.0,5.0
7.0,0.0,1293.0,1.0,0.0,1.0,0.0,7.0,56.0,651.0
8.0,0.0,598.0,1.0,0.0,1.0,0.0,2.0,32.0,1358.0
9.0,0.0,371.0,1.0,0.0,1.0,0.0,8.0,19.0,1441.0
10.0,0.0,268.0,1.0,0.0,1.0,0.0,8.0,11.0,1343.0
11.0,0.0,266.0,1.0,0.0,1.0,0.0,3.0,8.0,1150.0
12.0,0.0,249.0,1.0,0.0,1.0,0.0,2.0,3.0,974.0
13.0,0.0,225.0,1.0,0.0,1.0,0.0,7.0,3.0,821.0
14.0,0.0,216.0,1.0,0.0,1.0,0.0,4.0,1.0,682.0
15.0,0.0,211.0,1.0,0.0,1.0,0.0,4.0,1.0,565.0
16.0,1.0,237.0,1.0,0.0,1.0,0.0,5.0,1.0,453.0
17.0,1.0,200.0,1.0,0.0,1.0,0.0,8.0,1.0,406.0
18.0,1.0,347.0,1.0,0.0,1.0,0.0,9.0,0.0,215.0
19.0,1.0,233.0,1.0,0.0,1.0,0.0,7.0,0.0,272.0
20.0,0.0,255.0,1.0,0.0,1.0,0.0,5.0,0.0,208.0
21.0,1.0,210.0,1.0,0.0,1.0,0.0,5.0,2.0,207.0
22.0,4.0,253.0,1.0,0.0,1.0,0.0,6.0,2.0,134.0
23.0,7.0,286.0,1.0,0.0,1.0,0.0,15.0,1.0,81.0
24.0,2.0,280.0,1.0,0.0,1.0,0.0,4.0,1.0,94.0
25.0,0.0,269.0,1.0,0.0,1.0,0.0,6.0,1.0,89.0
26.0,0.0,246.0,1.0,0.0,1.0,0.0,4.0,1.0,99.0
27.0,754.0,392.0,0.0,1.0,1.0,0.0,48.0,27.0,0.0
28.0,814.0,619.0,1.0,0.0,0.0,1.0,52.0,58.0,0.0
29.0,573.0,975.0,1.0,0.0,0.0,1.0,47.0,81.0,0.0
30.0,374.0,1368.0,0.0,1.0,0.0,1.0,42.0,78.0,2.0
31.0,112.0,1762.0,0.0,1.0,0.0,1.0,52.0,86.0,5.0
32.0,0.0,1211.0,1.0,0.0,1.0,0.0,7.0,55.0,847.0
33.0,0.0,537.0,1.0,0.0,1.0,0.0,2.0,32.0,1489.0
34.0,0.0,385.0,1.0,0.0,1.0,0.0,8.0,19.0,1462.0
35.0,0.0,309.0,1.0,0.0,1.0,0.0,3.0,12.0,1333.0
36.0,0.0,292.0,1.0,0.0,1.0,0.0,4.0,7.0,1146.0
37.0,0.0,212.0,1.0,0.0,1.0,0.0,3.0,4.0,1024.0
38.0,0.0,321.0,1.0,0.0,0.0,1.0,8.0,5.0,764.0
39.0,0.0,293.0,1.0,0.0,1.0,0.0,6.0,2.0,657.0
40.0,1.0,278.0,1.0,0.0,1.0,0.0,6.0,2.0,566.0
41.0,0.0,186.0,1.0,0.0,1.0,0.0,3.0,2.0,556.0
42.0,0.0,244.0,1.0,0.0,1.0,0.0,7.0,0.0,416.0
43.0,0.0,290.0,1.0,0.0,1.0,0.0,5.0,0.0,300.0
44.0,1.0,345.0,1.0,0.0,1.0,0.0,6.0,0.0,200.0
45.0,0.0,295.0,1.0,0.0,1.0,0.0,4.0,1.0,210.0
46.0,0.0,277.0,1.0,0.0,1.0,0.0,4.0,1.0,200.0
47.0,1.0,307.0,1.0,0.0,1.0,0.0,5.0,3.0,145.0
48.0,2.0,275.0,1.0,0.0,1.0,0.0,4.0,2.0,160.0
49.0,0.0,273.0,1.0,0.0,1.0,0.0,4.0,2.0,146.0
50.0,1.0,239.0,1.0,0.0,1.0,0.0,6.0,1.0,164.0
51.0,12.0,321.0,1.0,0.0,1.0,0.0,23.0,0.0,53.0
52.0,726.0,438.0,1.0,0.0,0.0,1.0,56.0,30.0,0.0
53.0,672.0,636.0,0.0,1.0,0.0,1.0,44.0,54.0,1.0
54.0,572.0,906.0,0.0,1.0,1.0,0.0,37.0,56.0,2.0
55.0,557.0,1209.0,0.0,1.0,0.0,1.0,44.0,64.0,5.0
56.0,284.0,1572.0,0.0,1.0,0.0,1.0,49.0,56.0,5.0
57.0,68.0,1880.0,0.0,1.0,0.0,1.0,28.0,58.0,15.0
58.0,0.0,1041.0,1.0,0.0,1.0,0.0,5.0,35.0,998.0
59.0,0.0,490.0,1.0,0.0,1.0,0.0,4.0,20.0,1430.0
60.0,0.0,306.0,1.0,0.0,1.0,0.0,5.0,15.0,1429.0
61.0,0.0,245.0,1.0,0.0,1.0,0.0,7.0,9.0,1268.0
62.0,1.0,273.0,1.0,0.0,1.0,0.0,4.0,4.0,1060.0
63.0,0.0,268.0,1.0,0.0,1.0,0.0,4.0,3.0,868.0
64.0,0.0,241.0,1.0,0.0,1.0,0.0,6.0,2.0,744.0
65.0,1.0,234.0,1.0,0.0,1.0,0.0,5.0,1.0,618.0
66.0,1.0,234.0,1.0,0.0,1.0,0.0,4.0,0.0,508.0
67.0,0.0,251.0,1.0,0.0,1.0,0.0,8.0,0.0,385.0
68.0,0.0,215.0,1.0,0.0,1.0,0.0,3.0,0.0,339.0
69.0,1.0,206.0,1.0,0.0,1.0,0.0,8.0,0.0,282.0
70.0,0.0,282.0,1.0,0.0,1.0,0.0,9.0,2.0,159.0
71.0,2.0,280.0,1.0,0.0,1.0,0.0,3.0,1.0,144.0
72.0,4.0,300.0,1.0,0.0,1.0,0.0,11.0,3.0,96.0
73.0,356.0,448.0,0.0,1.0,0.0,1.0,34.0,20.0,1.0
74.0,811.0,646.0,0.0,1.0,0.0,1.0,50.0,55.0,3.0
75.0,572.0,934.0,1.0,0.0,0.0,1.0,39.0,64.0,1.0
76.0,329.0,1278.0,0.0,1.0,1.0,0.0,49.0,70.0,1.0
77.0,248.0,1632.0,0.0,1.0,0.0,1.0,42.0,74.0,3.0
78.0,1.0,1568.0,1.0,0.0,1.0,0.0,4.0,60.0,362.0
79.0,0.0,714.0,1.0,0.0,1.0,0.0,5.0,37.0,1247.0
80.0,0.0,388.0,1.0,0.0,1.0,0.0,0.0,20.0,1413.0
81.0,1.0,336.0,1.0,0.0,1.0,0.0,9.0,12.0,1268.0
82.0,0.0,377.0,1.0,0.0,1.0,0.0,5.0,5.0,1053.0
83.0,0.0,274.0,1.0,0.0,1.0,0.0,5.0,2.0,971.0
84.0,0.0,255.0,1.0,0.0,1.0,0.0,7.0,2.0,812.0
85.0,0.0,280.0,1.0,0.0,1.0,0.0,6.0,1.0,655.0
86.0,0.0,202.0,1.0,0.0,1.0,0.0,2.0,0.0,619.0
87.0,1.0,211.0,1.0,0.0,1.0,0.0,4.0,0.0,502.0
88.0,0.0,210.0,1.0,0.0,1.0,0.0,8.0,0.0,413.0
89.0,1.0,300.0,1.0,0.0,1.0,0.0,8.0,1.0,269.0
90.0,1.0,315.0,1.0,0.0,1.0,0.0,6.0,1.0,210.0
91.0,0.0,321.0,1.0,0.0,1.0,0.0,4.0,0.0,165.0
92.0,0.0,264.0,1.0,0.0,1.0,0.0,5.0,0.0,189.0
93.0,2.0,255.0,1.0,0.0,1.0,0.0,2.0,0.0,158.0
94.0,0.0,246.0,1.0,0.0,1.0,0.0,5.0,0.0,142.0
95.0,3.0,347.0,1.0,0.0,1.0,0.0,5.0,2.0,36.0
96.0,216.0,383.0,1.0,0.0,0.0,1.0,32.0,6.0,0.0
97.0,790.0,520.0,0.0,1.0,0.0,1.0,47.0,40.0,0.0
98.0,578.0,761.0,1.0,0.0,1.0,0.0,35.0,49.0,2.0
99.0,660.0,1054.0,0.0,1.0,0.0,1.0,49.0,70.0,1.0
