time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,735.0,65.0,0.0,1.0,0.0,1.0,54.0,27.0,0.0
2.0,912.0,271.0,0.0,1.0,0.0,1.0,57.0,56.0,0.0
3.0,761.0,568.0,0.0,1.0,1.0,0.0,43.0,71.0,0.0
4.0,530.0,965.0,0.0,1.0,0.0,1.0,45.0,74.0,0.0
5.0,323.0,1405.0,0.0,1.0,0.0,1.0,50.0,83.0,1.0
6.0,0.0,1395.0,1.0,0.0,1.0,0.0,4.0,67.0,390.0
7.0,0.0,662.0,1.0,0.0,1.0,0.0,6.0,40.0,1237.0
8.0,0.0,396.0,1.0,0.0,1.0,0.0,9.0,26.0,1418.0
9.0,0.0,297.0,1.0,0.0,1.0,0.0,3.0,20.0,1355.0
10.0,0.0,256.0,1.0,0.0,1.0,0.0,6.0,12.0,1218.0
11.0,0.0,264.0,1.0,0.0,1.0,0.0,5.0,8.0,1025.0
12.0,0.0,261.0,1.0,0.0,1.0,0.0,8.0,8.0,871.0
13.0,0.0,286.0,1.0,0.0,1.0,0.0,8.0,7.0,725.0
14.0,0.0,215.0,1.0,0.0,1.0,0.0,3.0,5.0,663.0
15.0,0.0,234.0,1.0,0.0,1.0,0.0,3.0,4.0,553.0
16.0,0.0,221.0,1.0,0.0,1.0,0.0,8.0,3.0,489.0
17.0,0.0,193.0,1.0,0.0,1.0,0.0,2.0,2.0,435.0
18.0,0.0,199.0,1.0,0.0,1.0,0.0,6.0,0.0,363.0
19.0,0.0,180.0,1.0,0.0,1.0,0.0,6.0,0.0,316.0
20.0,0.0,244.0,1.0,0.0,1.0,0.0,2.0,0.0,204.0
21.0,2.0,234.0,1.0,0.0,1.0,0.0,3.0,0.0,187.0
22.0,1.0,230.0,1.0,0.0,1.0,0.0,4.0,0.0,154.0
23.0,0.0,234.0,1.0,0.0,1.0,0.0,7.0,0.0,120.0
24.0,672.0,373.0,0.0,1.0,0.0,1.0,47.0,15.0,0.0
25.0,743.0,543.0,0.0,1.0,0.0,1.0,63.0,49.0,1.0
26.0,619.0,810.0,0.0,1.0,0.0,1.0,51.0,70.0,1.0
27.0,360.0,1187.0,0.0,1.0,0.0,1.0,49.0,78.0,2.0
28.0,116.0,1604.0,0.0,1.0,1.0,0.0,44.0,88.0,10.0
29.0,1.0,1057.0,1.0,0.0,1.0,0.0,7.0,53.0,843.0
30.0,0.0,577.0,1.0,0.0,1.0,0.0,7.0,36.0,1301.0
31.0,0.0,369.0,1.0,0.0,1.0,0.0,3.0,22.0,1379.0
32.0,0.0,326.0,1.0,0.0,1.0,0.0,7.0,13.0,1232.0
33.0,0.0,268.0,1.0,0.0,1.0,0.0,4.0,7.0,1097.0
34.0,0.0,272.0,1.0,0.0,1.0,0.0,11.0,3.0,912.0
35.0,0.0,209.0,1.0,0.0,1.0,0.0,6.0,2.0,813.0
36.0,0.0,196.0,1.0,0.0,1.0,0.0,5.0,1.0,660.0
