time,A,C,Da,Da_prime,Dr,Dr_prime,Ma,Mr,R
0.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
1.0,686.0,52.0,1.0,0.0,0.0,1.0,40.0,19.0,0.0
2.0,756.0,241.0,0.0,1.0,0.0,1.0,36.0,44.0,0.0
3.0,868.0,514.0,0.0,1.0,0.0,1.0,52.0,67.0,0.0
4.0,617.0,909.0,0.0,1.0,0.0,1.0,57.0,83.0,2.0
5.0,352.0,1348.0,0.0,1.0,0.0,1.0,43.0,81.0,0.0
6.0,0.0,1264.0,1.0,0.0,1.0,0.0,10.0,70.0,527.0
7.0,0.0,624.0,1.0,0.0,1.0,0.0,5.0,44.0,1243.0
8.0,0.0,391.0,1.0,0.0,1.0,0.0,3.0,25.0,1393.0
9.0,0.0,277.0,1.0,0.0,1.0,0.0,7.0,20.0,1339.0
10.0,0.0,283.0,1.0,0.0,1.0,0.0,3.0,16.0,1191.0
11.0,0.0,269.0,1.0,0.0,1.0,0.0,8.0,14.0,1025.0
12.0,0.0,268.0,1.0,0.0,1.0,0.0,3.0,7.0,885.0
13.0,0.0,211.0,1.0,0.0,1.0,0.0,2.0,3.0,806.0
14.0,0.0,318.0,1.0,0.0,1.0,0.0,9.0,3.0,563.0
15.0,0.0,306.0,1.0,0.0,1.0,0.0,6.0,2.0,483.0
16.0,0.0,329.0,1.0,0.0,1.0,0.0,7.0,2.0,399.0
17.0,0.0,321.0,1.0,0.0,1.0,0.0,8.0,1.0,346.0
18.0,0.0,361.0,1.0,0.0,1.0,0.0,3.0,2.0,242.0
19.0,0.0,336.0,1.0,0.0,1.0,0.0,8.0,1.0,215.0
20.0,0.0,297.0,1.0,0.0,1.0,0.0,3.0,0.0,220.0
21.0,1.0,294.0,1.0,0.0,1.0,0.0,8.0,0.0,177.0
22.0,2.0,254.0,1.0,0.0,1.0,0.0,5.0,0.0,191.0
23.0,0.0,262.0,1.0,0.0,1.0,0.0,1.0,2.0,160.0
